id;device_id;timestamp;latitude;longitude;technology;plmn_id;lac;rac;tac;cell_id;frequency_band;arfcn;actual_frequency;rsrp;rsrq;rscp;ec_no;rx_lev;sinr;operator_name;notes;http_upload_rate;ping_response_time;dns_response_time;web_response_time;sms_delivery_time;test_notes
1;7f123644d5a5b78a;1749227331837;35.7016023;51.3532921;LTE;43235;-1;-1;47211;23373876;Unknown LTE Band;3102;3102 (Unknown band);-90;-15;2147483647;2147483647;2147483647;0;Irancell;;-1.0;13.350154;0.042231;-1.0;-1.0;HTTP Upload: Upload error: Invalid URL host: ""; Ping Test: Ping successful; DNS Test: DNS resolution successful (2 addresses); Web Test: Web error: Invalid URL host: ""; SMS Test: SMS error: Invalid destinationAddress
2;7f123644d5a5b78a;1749227333972;35.7015804;51.353305;LTE;43235;-1;-1;47211;23373876;Unknown LTE Band;3102;3102 (Unknown band);-90;-15;2147483647;2147483647;2147483647;0;Irancell;;-1.0;0.988307;0.041616;-1.0;-1.0;HTTP Upload: Upload error: Invalid URL host: ""; Ping Test: Ping successful; DNS Test: DNS resolution successful (2 addresses); Web Test: Web error: Invalid URL host: ""; SMS Test: SMS error: Invalid destinationAddress
3;7f123644d5a5b78a;1749227336083;35.7015804;51.353305;LTE;43235;-1;-1;47211;23373876;Unknown LTE Band;3102;3102 (Unknown band);-90;-15;2147483647;2147483647;2147483647;0;Irancell;;-1.0;0.946461;0.019154;-1.0;-1.0;HTTP Upload: Upload error: Invalid URL host: ""; Ping Test: Ping successful; DNS Test: DNS resolution successful (2 addresses); Web Test: Web error: Invalid URL host: ""; SMS Test: SMS error: Invalid destinationAddress
4;7f123644d5a5b78a;1749227338198;35.7015804;51.353305;LTE;43235;-1;-1;47211;23373876;Unknown LTE Band;3102;3102 (Unknown band);-90;-15;2147483647;2147483647;2147483647;0;Irancell;;-1.0;1.519461;0.022769;-1.0;-1.0;HTTP Upload: Upload error: Invalid URL host: ""; Ping Test: Ping successful; DNS Test: DNS resolution successful (2 addresses); Web Test: Web error: Invalid URL host: ""; SMS Test: SMS error: Invalid destinationAddress
5;7f123644d5a5b78a;1749227495499;35.7015468;51.3533846;LTE;43235;-1;-1;47211;23373876;Unknown LTE Band;3102;3102 (Unknown band);-89;-15;2147483647;2147483647;2147483647;0;Irancell;;-1.0;57.624385;76.077539;1609.930769;69.0;Ping Test: Ping successful; DNS Test: DNS resolution successful (1 addresses); Web Test: Web request successful; SMS Test: SMS queued: 69.0ms
6;7f123644d5a5b78a;1749227499199;35.7015468;51.3533846;LTE;43235;-1;-1;47211;23373876;Unknown LTE Band;3102;3102 (Unknown band);-99;-11;2147483647;2147483647;2147483647;0;Irancell;;-1.0;110.656307;88.085846;1632.34277;50.0;Ping Test: Ping successful; DNS Test: DNS resolution successful (1 addresses); Web Test: Web request successful; SMS Test: SMS queued: 50.0ms
7;7f123644d5a5b78a;1749227501989;35.7015468;51.3533846;LTE;43235;-1;-1;47211;23373826;Unknown LTE Band;3300;3300 (Unknown band);-101;-12;2147483647;2147483647;2147483647;0;Irancell;;-1.0;247.784308;247.917846;721.708615;37.0;Ping Test: Ping successful; DNS Test: DNS resolution successful (1 addresses); Web Test: Web request successful; SMS Test: SMS queued: 37.0ms
8;7f123644d5a5b78a;1749227504599;35.701536;51.3534609;LTE;43235;-1;-1;47211;23373826;Unknown LTE Band;3300;3300 (Unknown band);-101;-12;2147483647;2147483647;2147483647;0;Irancell;;-1.0;71.066846;46.406847;489.730693;54.0;Ping Test: Ping successful; DNS Test: DNS resolution successful (1 addresses); Web Test: Web request successful; SMS Test: SMS queued: 54.0ms
9;7f123644d5a5b78a;1749227507172;35.701536;51.3534609;LTE;43235;-1;-1;47211;23373826;Unknown LTE Band;3300;3300 (Unknown band);-101;-12;2147483647;2147483647;2147483647;0;Irancell;;-1.0;65.907154;61.797154;479.414539;86.0;Ping Test: Ping successful; DNS Test: DNS resolution successful (1 addresses); Web Test: Web request successful; SMS Test: SMS queued: 86.0ms
10;7f123644d5a5b78a;1749227510007;35.701536;51.3534609;LTE;43235;-1;-1;47211;23373826;Unknown LTE Band;3300;3300 (Unknown band);-101;-12;2147483647;2147483647;2147483647;0;Irancell;;-1.0;76.194077;49.728;722.232;67.0;Ping Test: Ping successful; DNS Test: DNS resolution successful (1 addresses); Web Test: Web request successful; SMS Test: SMS queued: 67.0ms
11;7f123644d5a5b78a;1749227512632;35.7015196;51.3535315;LTE;43235;-1;-1;47211;23373826;Unknown LTE Band;3300;3300 (Unknown band);-101;-12;2147483647;2147483647;2147483647;0;Irancell;;-1.0;70.305847;63.406461;554.305846;32.0;Ping Test: Ping successful; DNS Test: DNS resolution successful (1 addresses); Web Test: Web request successful; SMS Test: SMS queued: 32.0ms
12;7f123644d5a5b78a;1749227515433;35.7015196;51.3535315;LTE;43235;-1;-1;47211;23373826;Unknown LTE Band;3300;3300 (Unknown band);-101;-12;2147483647;2147483647;2147483647;0;Irancell;;-1.0;60.051;45.518692;716.781;38.0;Ping Test: Ping successful; DNS Test: DNS resolution successful (1 addresses); Web Test: Web request successful; SMS Test: SMS queued: 38.0ms
13;7f123644d5a5b78a;1749227518113;35.7015196;51.3535315;LTE;43235;-1;-1;47211;23373826;Unknown LTE Band;3300;3300 (Unknown band);-101;-12;2147483647;2147483647;2147483647;0;Irancell;;-1.0;58.976539;41.148077;590.088307;51.0;Ping Test: Ping successful; DNS Test: DNS resolution successful (1 addresses); Web Test: Web request successful; SMS Test: SMS queued: 51.0ms
14;7f123644d5a5b78a;1749227520953;35.7015854;51.3532544;LTE;43235;-1;-1;47211;23373826;Unknown LTE Band;3300;3300 (Unknown band);-101;-12;2147483647;2147483647;2147483647;0;Irancell;;-1.0;60.657154;38.326769;746.310538;42.0;Ping Test: Ping successful; DNS Test: DNS resolution successful (1 addresses); Web Test: Web request successful; SMS Test: SMS queued: 42.0ms
